"No.","Time","Source","Destination","Protocol","Length","Info"
"228","4.520161","23.23.193.68","192.168.1.13","TCP","1506","443  >  63186 [ACK] Seq=1453 Ack=1807 Win=45056 Len=1452 [TCP PDU reassembled in 231]"
"229","4.520193","192.168.1.13","23.23.193.68","TCP","54","63186  >  443 [ACK] Seq=1807 Ack=2905 Win=66560 Len=0"
"230","4.520644","23.23.193.68","192.168.1.13","TCP","1506","443  >  63186 [ACK] Seq=2905 Ack=1807 Win=45056 Len=1452 [TCP PDU reassembled in 231]"
"231","4.520945","23.23.193.68","192.168.1.13","TLSv1.2","1143","Certificate, Server Key Exchange, Server Hello Done"
"232","4.520987","192.168.1.13","23.23.193.68","TCP","54","63186  >  443 [ACK] Seq=1807 Ack=5446 Win=66560 Len=0"
"233","4.523337","192.168.1.13","23.23.193.68","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"234","4.523529","192.168.1.13","23.23.193.68","TLSv1.2","153","Application Data"
"235","4.523645","192.168.1.13","23.23.193.68","TLSv1.2","411","Application Data"
"236","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=2389 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"237","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=3841 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"238","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=5293 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"239","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=6745 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"240","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=8197 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"241","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=9649 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"242","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=11101 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"243","4.523695","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=12553 Ack=5446 Win=66560 Len=1452 [TCP PDU reassembled in 244]"
"244","4.523695","192.168.1.13","23.23.193.68","TLSv1.2","864","Application Data"
"245","4.715417","54.90.227.129","192.168.1.13","TLSv1.2","538","Application Data"
"246","4.715925","192.168.1.13","54.90.227.129","TLSv1.2","1332","Application Data"
"247","4.759668","23.23.193.68","192.168.1.13","TCP","60","443  >  63188 [ACK] Seq=1 Ack=1839 Win=45056 Len=0"
"248","4.760139","23.23.193.68","192.168.1.13","TLSv1.2","1506","Server Hello"
"249","4.760707","23.23.193.68","192.168.1.13","TCP","1506","443  >  63188 [ACK] Seq=1453 Ack=1839 Win=45056 Len=1452 [TCP PDU reassembled in 252]"
"250","4.760755","192.168.1.13","23.23.193.68","TCP","54","63188  >  443 [ACK] Seq=1839 Ack=2905 Win=66560 Len=0"
"251","4.761188","23.23.193.68","192.168.1.13","TCP","1506","443  >  63188 [ACK] Seq=2905 Ack=1839 Win=45056 Len=1452 [TCP PDU reassembled in 252]"
"252","4.761553","23.23.193.68","192.168.1.13","TLSv1.2","1143","Certificate, Server Key Exchange, Server Hello Done"
"253","4.761553","23.23.193.68","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"254","4.761616","192.168.1.13","23.23.193.68","TCP","54","63188  >  443 [ACK] Seq=1839 Ack=5446 Win=66560 Len=0"
"255","4.761698","23.23.193.68","192.168.1.13","TLSv1.2","132","Application Data"
"256","4.761698","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=5695 Ack=3841 Win=65792 Len=0"
"257","4.761723","192.168.1.13","23.23.193.68","TCP","54","63186  >  443 [ACK] Seq=14815 Ack=5695 Win=66304 Len=0"
"258","4.761786","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=5695 Ack=6745 Win=101632 Len=0"
"259","4.761786","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=5695 Ack=9649 Win=108800 Len=0"
"260","4.761786","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=5695 Ack=12553 Win=108800 Len=0"
"261","4.762412","192.168.1.13","23.23.193.68","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"262","4.762456","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=5695 Ack=14815 Win=108800 Len=0"
"263","4.762479","192.168.1.13","23.23.193.68","TLSv1.2","92","Application Data"
"264","4.959836","54.90.227.129","192.168.1.13","TLSv1.2","108","Application Data"
"265","4.960199","192.168.1.13","54.90.227.129","TCP","1506","63183  >  443 [ACK] Seq=3821 Ack=740 Win=66048 Len=1452 [TCP PDU reassembled in 266]"
"266","4.960199","192.168.1.13","54.90.227.129","TLSv1.2","1198","Application Data"
"267","4.981761","23.23.193.68","192.168.1.13","TLSv1.2","426","Application Data"
"268","4.994381","23.23.193.68","192.168.1.13","TCP","60","443  >  63188 [ACK] Seq=5446 Ack=1965 Win=45056 Len=0"
"269","4.994381","23.23.193.68","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"270","4.994381","23.23.193.68","192.168.1.13","TLSv1.2","123","Application Data"
"271","4.994457","192.168.1.13","23.23.193.68","TCP","54","63188  >  443 [ACK] Seq=1965 Ack=5686 Win=66304 Len=0"
"272","5.029037","192.168.1.13","23.23.193.68","TCP","54","63186  >  443 [ACK] Seq=14853 Ack=6067 Win=66048 Len=0"
"273","5.039095","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=6067 Ack=14853 Win=108800 Len=0"
"274","5.198942","54.90.227.129","192.168.1.13","TCP","60","443  >  63183 [ACK] Seq=740 Ack=6417 Win=71936 Len=0"
"275","5.213305","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=740 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"276","5.213847","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=2192 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"277","5.213908","192.168.1.13","54.90.227.129","TCP","54","63183  >  443 [ACK] Seq=6417 Ack=3644 Win=66560 Len=0"
"278","5.214159","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=3644 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"279","5.214835","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=5096 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"280","5.214876","192.168.1.13","54.90.227.129","TCP","54","63183  >  443 [ACK] Seq=6417 Ack=6548 Win=66560 Len=0"
"281","5.215755","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=6548 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"282","5.215755","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=8000 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"283","5.215826","192.168.1.13","54.90.227.129","TCP","54","63183  >  443 [ACK] Seq=6417 Ack=9452 Win=66560 Len=0"
"284","5.216130","54.90.227.129","192.168.1.13","TCP","1506","443  >  63183 [ACK] Seq=9452 Ack=6417 Win=71936 Len=1452 [TCP PDU reassembled in 285]"
"285","5.216130","54.90.227.129","192.168.1.13","TLSv1.2","98","Application Data, Application Data"
"286","5.216181","192.168.1.13","54.90.227.129","TCP","54","63183  >  443 [ACK] Seq=6417 Ack=10948 Win=66560 Len=0"
"287","5.224434","192.168.1.13","8.8.8.8","DNS","79","Standard query 0x5223 A gates.grammarly.com"
"288","5.237601","8.8.8.8","192.168.1.13","DNS","175","Standard query response 0x5223 A gates.grammarly.com A 34.205.106.6 A 54.90.227.129 A 54.82.137.108 A 3.223.197.243 A 44.215.91.183 A 184.72.102.170"
"289","5.238326","192.168.1.13","34.205.106.6","TCP","66","63189  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"290","5.478144","34.205.106.6","192.168.1.13","TCP","66","443  >  63189 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"291","5.478204","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"292","5.478521","192.168.1.13","34.205.106.6","TLSv1.2","229","Client Hello (SNI=gates.grammarly.com)"
"293","5.601024","192.168.1.13","172.217.163.174","UDP","1088","63314  >  443 Len=1046"
"294","5.639366","172.217.163.174","192.168.1.13","UDP","70","443  >  63314 Len=28"
"295","5.662112","172.217.163.174","192.168.1.13","UDP","110","443  >  63314 Len=68"
"296","5.662112","172.217.163.174","192.168.1.13","UDP","63","443  >  63314 Len=21"
"297","5.662516","192.168.1.13","172.217.163.174","UDP","77","63314  >  443 Len=35"
"298","5.692288","192.168.1.13","172.217.163.174","UDP","74","63314  >  443 Len=32"
"299","5.710560","34.205.106.6","192.168.1.13","TCP","60","443  >  63189 [ACK] Seq=1 Ack=176 Win=28160 Len=0"
"300","5.711285","34.205.106.6","192.168.1.13","TLSv1.2","1506","Server Hello"
"301","5.711872","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=1453 Ack=176 Win=28160 Len=1452 [TCP PDU reassembled in 304]"
"302","5.711914","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=176 Ack=2905 Win=66560 Len=0"
"303","5.712487","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=2905 Ack=176 Win=28160 Len=1452 [TCP PDU reassembled in 304]"
"304","5.712926","34.205.106.6","192.168.1.13","TLSv1.2","1107","Certificate, Server Key Exchange, Server Hello Done"
"305","5.712956","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=176 Ack=5410 Win=66560 Len=0"
"306","5.716487","192.168.1.13","34.205.106.6","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"307","5.728947","172.217.163.174","192.168.1.13","UDP","66","443  >  63314 Len=24"
"308","5.961142","34.205.106.6","192.168.1.13","TCP","60","443  >  63189 [ACK] Seq=5410 Ack=302 Win=28160 Len=0"
"309","5.961142","34.205.106.6","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"310","5.964872","192.168.1.13","34.205.106.6","TLSv1.2","1348","Application Data"
"311","6.217543","34.205.106.6","192.168.1.13","TLSv1.2","108","Application Data"
"312","6.217801","192.168.1.13","34.205.106.6","TCP","1506","63189  >  443 [ACK] Seq=1596 Ack=5635 Win=66560 Len=1452 [TCP PDU reassembled in 316]"
"313","6.217801","192.168.1.13","34.205.106.6","TCP","1506","63189  >  443 [ACK] Seq=3048 Ack=5635 Win=66560 Len=1452 [TCP PDU reassembled in 316]"
"314","6.217801","192.168.1.13","34.205.106.6","TCP","1506","63189  >  443 [ACK] Seq=4500 Ack=5635 Win=66560 Len=1452 [TCP PDU reassembled in 316]"
"315","6.217801","192.168.1.13","34.205.106.6","TCP","1506","63189  >  443 [ACK] Seq=5952 Ack=5635 Win=66560 Len=1452 [TCP PDU reassembled in 316]"
"316","6.217801","192.168.1.13","34.205.106.6","TLSv1.2","973","Application Data"
"317","6.458257","34.205.106.6","192.168.1.13","TCP","60","443  >  63189 [ACK] Seq=5635 Ack=4500 Win=81920 Len=0"
"318","6.458257","34.205.106.6","192.168.1.13","TCP","60","443  >  63189 [ACK] Seq=5635 Ack=8323 Win=102656 Len=0"
"319","6.468922","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=5635 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"320","6.469952","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=7087 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"321","6.469984","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=8539 Win=66560 Len=0"
"322","6.470604","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=8539 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"323","6.471259","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=9991 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"324","6.471287","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=11443 Win=66560 Len=0"
"325","6.473825","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=11443 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"326","6.473825","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=12895 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"327","6.473845","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=14347 Win=66560 Len=0"
"328","6.473890","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=14347 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"329","6.474595","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=15799 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"330","6.474631","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=17251 Win=66560 Len=0"
"331","6.474984","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=17251 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"332","6.476398","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=18703 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"333","6.476419","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=20155 Win=66560 Len=0"
"334","6.702208","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=20155 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 335]"
"335","6.704031","34.205.106.6","192.168.1.13","TLSv1.2","1506","Application Data"
"336","6.704066","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=23059 Win=66560 Len=0"
"337","6.704952","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=23059 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"338","6.726651","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=24511 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"339","6.726684","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=25963 Win=66560 Len=0"
"340","6.735770","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=25963 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"341","6.736392","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=27415 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"342","6.736407","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=28867 Win=66560 Len=0"
"343","6.737047","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=28867 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"344","6.737629","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=30319 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"345","6.737640","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=31771 Win=66560 Len=0"
"346","6.739306","34.205.106.6","192.168.1.13","TCP","1506","443  >  63189 [ACK] Seq=31771 Ack=8323 Win=102656 Len=1452 [TCP PDU reassembled in 347]"
"347","6.739944","34.205.106.6","192.168.1.13","TLSv1.2","1098","Application Data, Application Data"
"348","6.739963","192.168.1.13","34.205.106.6","TCP","54","63189  >  443 [ACK] Seq=8323 Ack=34267 Win=66560 Len=0"
"349","6.767462","192.168.1.13","54.90.227.129","TLSv1.2","1331","Application Data"
"350","6.782845","192.168.1.13","8.8.8.8","DNS","84","Standard query 0xd528 A goldengate.grammarly.com"
"351","6.805762","8.8.8.8","192.168.1.13","DNS","180","Standard query response 0xd528 A goldengate.grammarly.com A 34.199.149.185 A 3.230.8.90 A 3.216.190.84 A 54.84.171.180 A 54.81.44.195 A 3.209.99.65"
"352","6.806486","192.168.1.13","34.199.149.185","TCP","66","63190  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"353","6.807978","192.168.1.13","34.199.149.185","TCP","66","63191  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"354","6.812170","192.168.1.13","8.8.8.8","DNS","84","Standard query 0x0e51 A properties.grammarly.com"
"355","6.826825","8.8.8.8","192.168.1.13","DNS","180","Standard query response 0x0e51 A properties.grammarly.com A 3.223.197.243 A 54.90.227.129 A 44.215.91.183 A 184.72.102.170 A 34.205.106.6 A 54.82.137.108"
"356","6.827584","192.168.1.13","3.223.197.243","TCP","66","63192  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"357","6.836959","192.168.1.13","8.8.8.8","DNS","92","Standard query 0x8cfa A f-log-win-extension.grammarly.io"
"358","6.854962","8.8.8.8","192.168.1.13","DNS","220","Standard query response 0x8cfa A f-log-win-extension.grammarly.io A 54.85.24.162 A 100.27.54.205 A 18.205.228.219 A 34.195.229.61 A 3.229.59.141 A 54.80.17.16 A 44.218.192.63 A 54.84.102.221"
"359","6.855711","192.168.1.13","54.85.24.162","TCP","66","63193  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"360","6.940195","SyrotechNetw_22:92:b8","Broadcast","ARP","60","ARP Announcement for 192.168.1.1"
"361","7.008477","54.90.227.129","192.168.1.13","TLSv1.2","108","Application Data"
"362","7.008729","192.168.1.13","54.90.227.129","TLSv1.2","831","Application Data"
"363","7.074525","34.199.149.185","192.168.1.13","TCP","66","443  >  63190 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"364","7.074584","192.168.1.13","34.199.149.185","TCP","54","63190  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"365","7.074881","192.168.1.13","34.199.149.185","TLSv1.2","234","Client Hello (SNI=goldengate.grammarly.com)"
"366","7.074969","34.199.149.185","192.168.1.13","TCP","66","443  >  63191 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"367","7.075004","192.168.1.13","34.199.149.185","TCP","54","63191  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"368","7.075145","192.168.1.13","34.199.149.185","TLSv1.2","234","Client Hello (SNI=goldengate.grammarly.com)"
"369","7.082029","192.168.1.13","142.251.10.188","TCP","55","62742  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"370","7.083223","3.223.197.243","192.168.1.13","TCP","66","443  >  63192 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"371","7.083337","192.168.1.13","3.223.197.243","TCP","54","63192  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"372","7.090052","54.85.24.162","192.168.1.13","TCP","66","443  >  63193 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"373","7.090146","192.168.1.13","54.85.24.162","TCP","54","63193  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"374","7.090619","192.168.1.13","54.85.24.162","TLSv1.2","242","Client Hello (SNI=f-log-win-extension.grammarly.io)"
"375","7.130078","142.251.10.188","192.168.1.13","TCP","66","5228  >  62742 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"376","7.205260","192.168.1.13","107.22.1.125","TLSv1.2","364","Application Data"
"377","7.208670","192.168.1.13","3.223.197.243","TLSv1.2","234","Client Hello (SNI=properties.grammarly.com)"
"378","7.251737","54.90.227.129","192.168.1.13","TLSv1.2","538","Application Data"
"379","7.296040","192.168.1.13","54.90.227.129","TCP","54","63184  >  443 [ACK] Seq=6470 Ack=7206 Win=66560 Len=0"
"380","7.318530","34.199.149.185","192.168.1.13","TCP","60","443  >  63190 [ACK] Seq=1 Ack=181 Win=28160 Len=0"
"381","7.319460","34.199.149.185","192.168.1.13","TLSv1.2","1506","Server Hello"
"382","7.320467","34.199.149.185","192.168.1.13","TCP","1506","443  >  63190 [ACK] Seq=1453 Ack=181 Win=28160 Len=1452 [TCP PDU reassembled in 385]"
"383","7.320501","192.168.1.13","34.199.149.185","TCP","54","63190  >  443 [ACK] Seq=181 Ack=2905 Win=66560 Len=0"
"384","7.321325","34.199.149.185","192.168.1.13","TCP","1506","443  >  63190 [ACK] Seq=2905 Ack=181 Win=28160 Len=1452 [TCP PDU reassembled in 385]"
"385","7.322566","34.199.149.185","192.168.1.13","TLSv1.2","1117","Certificate, Server Key Exchange, Server Hello Done"
"386","7.322591","192.168.1.13","34.199.149.185","TCP","54","63190  >  443 [ACK] Seq=181 Ack=5420 Win=66560 Len=0"
"387","7.322627","34.199.149.185","192.168.1.13","TCP","60","443  >  63191 [ACK] Seq=1 Ack=181 Win=28160 Len=0"
"388","7.323595","34.199.149.185","192.168.1.13","TLSv1.2","1506","Server Hello"
